YDR098C-A	YDR098C-A
YDR099W	YDR099W
YDR100W	YDR100W
YDR101C	YDR101C
YDR102C	YDR102C
YDR103W	YDR103W
YDR104C	YDR104C
YDR105C	YDR105C
YDR106W	YDR106W
tI(AAU)D	tI(AAU)D
YDR107C	YDR107C
YDR108W	YDR108W
YDR109C	YDR109C
YDR110W	YDR110W
YDR111C	YDR111C
YDR112W	YDR112W
YDR113C	YDR113C
YDR114C	YDR114C
YDR115W	YDR115W
YDR116C	YDR116C
YDR117C	YDR117C
YDR118W	YDR118W
YDR118W-A	YDR118W-A
YDR119W	YDR119W
YDR119W-A	YDR119W-A
YDR120C	YDR120C
YDR121W	YDR121W
YDR122W	YDR122W
YDR123C	YDR123C
YDR124W	YDR124W
YDR125C	YDR125C
YDR126W	YDR126W
YDR127W	YDR127W
YDR128W	YDR128W
YDR129C	YDR129C
YDR130C	YDR130C
YDR131C	YDR131C
YDR132C	YDR132C
YDR133C	YDR133C
YDR134C	YDR134C
YDR135C	YDR135C
YDR136C	YDR136C
YDR137W	YDR137W
YDR138W	YDR138W
YDR139C	YDR139C
YDR140W	YDR140W
YDR141C	YDR141C
YDR142C	YDR142C
YDR143C	YDR143C
YDR144C	YDR144C
YDR145W	YDR145W
YDR146C	YDR146C
YDR147W	YDR147W
YDR148C	YDR148C
YDR149C	YDR149C
YDR150W	YDR150W
YDR151C	YDR151C
YDR152W	YDR152W
YDR153C	YDR153C
YDR154C	YDR154C
YDR155C	YDR155C
YDR156W	YDR156W
YDR157W	YDR157W
YDR158W	YDR158W
YDR159W	YDR159W
YDR160W	YDR160W
YDR161W	YDR161W
YDR162C	YDR162C
YDR163W	YDR163W
YDR164C	YDR164C
YDR165W	YDR165W
YDR166C	YDR166C
YDR167W	YDR167W
YDR168W	YDR168W
YDR169C	YDR169C
YDR169C-A	YDR169C-A
YDR170C	YDR170C
tQ(UUG)D3	tQ(UUG)D3
YDR170W-A	YDR170W-A
YDR171W	YDR171W
YDR172W	YDR172W
YDR173C	YDR173C
YDR174W	YDR174W
YDR175C	YDR175C
YDR176W	YDR176W
YDR177W	YDR177W
YDR178W	YDR178W
YDR179C	YDR179C
YDR179W-A	YDR179W-A
YDR180W	YDR180W
YDR181C	YDR181C
YDR182W	YDR182W
YDR182W-A	YDR182W-A
YDR183W	YDR183W
YDR183C-A	YDR183C-A
YDR184C	YDR184C
YDR185C	YDR185C
YDR186C	YDR186C
YDR187C	YDR187C
YDR188W	YDR188W
YDR189W	YDR189W
YDR190C	YDR190C
YDR191W	YDR191W
YDR192C	YDR192C
YDR193W	YDR193W
YDR194C	YDR194C
YDR194W-A	YDR194W-A
YDR195W	YDR195W
YDR196C	YDR196C
YDR197W	YDR197W
YDR198C	YDR198C
YDR199W	YDR199W
YDR200C	YDR200C
YDR201W	YDR201W
YDR202C	YDR202C
YDR203W	YDR203W
YDR204W	YDR204W
YDR205W	YDR205W
YDR206W	YDR206W
YDR207C	YDR207C
YDR208W	YDR208W
YDR209C	YDR209C
YDR210W	YDR210W
YDR210W-B	YDR210W-B
YDR210W-A	YDR210W-A
YDR210C-D	YDR210C-D
YDR210C-C	YDR210C-C
tI(UAU)D	tI(UAU)D
YDR211W	YDR211W
YDR212W	YDR212W
YDR213W	YDR213W
YDR214W	YDR214W
YDR215C	YDR215C
YDR216W	YDR216W
YDR217C	YDR217C
YDR218C	YDR218C
YDR219C	YDR219C
YDR220C	YDR220C
YDR221W	YDR221W
YDR222W	YDR222W
YDR223W	YDR223W
YDR224C	YDR224C
YDR225W	YDR225W
YDR226W	YDR226W
YDR227W	YDR227W
YDR228C	YDR228C
YDR229W	YDR229W
YDR230W	YDR230W
YDR231C	YDR231C
YDR232W	YDR232W
YDR233C	YDR233C
YDR234W	YDR234W
YDR235W	YDR235W
YDR236C	YDR236C
YDR237W	YDR237W
YDR238C	YDR238C
YDR239C	YDR239C
YDR240C	YDR240C
YDR241W	YDR241W
tY(GUA)D	tY(GUA)D
YDR242W	YDR242W
YDR243C	YDR243C
YDR244W	YDR244W
YDR245W	YDR245W
YDR246W	YDR246W
YDR246W-A	YDR246W-A
YDR247W	YDR247W
YDR248C	YDR248C
YDR249C	YDR249C
YDR250C	YDR250C
YDR251W	YDR251W
YDR252W	YDR252W
YDR253C	YDR253C
YDR254W	YDR254W
YDR255C	YDR255C
YDR256C	YDR256C
YDR257C	YDR257C
YDR258C	YDR258C
YDR259C	YDR259C
YDR260C	YDR260C
YDR261C	YDR261C
tS(AGA)D2	tS(AGA)D2
YDR261W-A	YDR261W-A
YDR261W-B	YDR261W-B
YDR261C-D	YDR261C-D
YDR261C-C	YDR261C-C
tG(GCC)D2	tG(GCC)D2
YDR262W	YDR262W
YDR263C	YDR263C
YDR264C	YDR264C
YDR265W	YDR265W
YDR266C	YDR266C
YDR267C	YDR267C
YDR268W	YDR268W
YDR269C	YDR269C
YDR270W	YDR270W
YDR271C	YDR271C
YDR272W	YDR272W
YDR273W	YDR273W
YDR274C	YDR274C
YDR275W	YDR275W
YDR276C	YDR276C
YDR277C	YDR277C
YDR278C	YDR278C
tE(CUC)D	tE(CUC)D
YDR279W	YDR279W
YDR280W	YDR280W
YDR281C	YDR281C
YDR282C	YDR282C
YDR283C	YDR283C
YDR284C	YDR284C
YDR285W	YDR285W
YDR286C	YDR286C
YDR287W	YDR287W
YDR288W	YDR288W
YDR289C	YDR289C
YDR290W	YDR290W
YDR291W	YDR291W
YDR292C	YDR292C
YDR293C	YDR293C
YDR294C	YDR294C
YDR295C	YDR295C
YDR296W	YDR296W
YDR297W	YDR297W
YDR298C	YDR298C
YDR299W	YDR299W
YDR300C	YDR300C
YDR301W	YDR301W
YDR302W	YDR302W
YDR303C	YDR303C
YDR304C	YDR304C
YDR305C	YDR305C
YDR306C	YDR306C
tV(CAC)D	tV(CAC)D
YDR307W	YDR307W
YDR308C	YDR308C
YDR309C	YDR309C
YDR310C	YDR310C
YDR311W	YDR311W
YDR312W	YDR312W
YDR313C	YDR313C
YDR314C	YDR314C
YDR315C	YDR315C
YDR316W	YDR316W
tF(GAA)D	tF(GAA)D
YDR316W-A	YDR316W-A
YDR316W-B	YDR316W-B
YDR317W	YDR317W
YDR318W	YDR318W
YDR319C	YDR319C
YDR320C	YDR320C
YDR320C-A	YDR320C-A
YDR320W-B	YDR320W-B
YDR321W	YDR321W
YDR322W	YDR322W
YDR322C-A	YDR322C-A
YDR323C	YDR323C
YDR324C	YDR324C
YDR325W	YDR325W
YDR326C	YDR326C
YDR327W	YDR327W
YDR328C	YDR328C
YDR329C	YDR329C
YDR330W	YDR330W
YDR331W	YDR331W
YDR332W	YDR332W
YDR333C	YDR333C
YDR334W	YDR334W
YDR335W	YDR335W
YDR336W	YDR336W
YDR337W	YDR337W
YDR338C	YDR338C
YDR339C	YDR339C
tX(XXX)D	tX(XXX)D
YDR340W	YDR340W
YDR341C	YDR341C
YDR342C	YDR342C
YDR343C	YDR343C
YDR344C	YDR344C
YDR345C	YDR345C
YDR346C	YDR346C
YDR347W	YDR347W
YDR348C	YDR348C
YDR349C	YDR349C
tM(CAU)D	tM(CAU)D
YDR350C	YDR350C
YDR351W	YDR351W
YDR352W	YDR352W
YDR353W	YDR353W
YDR354W	YDR354W
YDR354C-A	YDR354C-A
YDR355C	YDR355C
YDR356W	YDR356W
YDR357C	YDR357C
YDR358W	YDR358W
YDR359C	YDR359C
YDR360W	YDR360W
YDR361C	YDR361C
YDR362C	YDR362C
YDR363W	YDR363W
tK(CUU)D1	tK(CUU)D1
YDR363W-A	YDR363W-A
YDR364C	YDR364C
YDR365C	YDR365C
YDR365W-B	YDR365W-B
YDR365W-A	YDR365W-A
YDR366C	YDR366C
YDR367W	YDR367W
YDR368W	YDR368W
YDR369C	YDR369C
YDR370C	YDR370C
YDR371W	YDR371W
YDR371C-A	YDR371C-A
YDR372C	YDR372C
YDR373W	YDR373W
YDR374C	YDR374C
YDR374W-A	YDR374W-A
YDR375C	YDR375C
YDR376W	YDR376W
YDR377W	YDR377W
YDR378C	YDR378C
YDR379W	YDR379W
YDR379C-A	YDR379C-A
YDR380W	YDR380W
YDR381W	YDR381W
YDR381C-A	YDR381C-A
YDR382W	YDR382W
YDR383C	YDR383C
YDR384C	YDR384C
YDR385W	YDR385W
YDR386W	YDR386W
YDR387C	YDR387C
YDR388W	YDR388W
YDR389W	YDR389W
YDR390C	YDR390C
tG(CCC)D	tG(CCC)D
YDR391C	YDR391C
YDR392W	YDR392W
YDR393W	YDR393W
YDR394W	YDR394W
YDR395W	YDR395W
YDR396W	YDR396W
YDR397C	YDR397C
YDR398W	YDR398W
YDR399W	YDR399W
YDR400W	YDR400W
YDR401W	YDR401W
YDR402C	YDR402C
YDR403W	YDR403W
YDR404C	YDR404C
YDR405W	YDR405W
YDR406W	YDR406W
YDR406W-A	YDR406W-A
YDR407C	YDR407C
YDR408C	YDR408C
YDR409W	YDR409W
YDR410C	YDR410C
YDR411C	YDR411C
YDR412W	YDR412W
YDR413C	YDR413C
YDR414C	YDR414C
YDR415C	YDR415C
YDR416W	YDR416W
YDR417C	YDR417C
YDR418W	YDR418W
YDR419W	YDR419W
tS(AGA)D3	tS(AGA)D3
YDR420W	YDR420W
YDR421W	YDR421W
YDR422C	YDR422C
YDR423C	YDR423C
YDR424C	YDR424C
YDR425W	YDR425W
YDR426C	YDR426C
YDR427W	YDR427W
YDR428C	YDR428C
YDR429C	YDR429C
YDR430C	YDR430C
YDR431W	YDR431W
YDR432W	YDR432W
YDR433W	YDR433W
YDR434W	YDR434W
YDR435C	YDR435C
YDR436W	YDR436W
YDR437W	YDR437W
YDR438W	YDR438W
YDR439W	YDR439W
YDR440W	YDR440W
YDR441C	YDR441C
YDR442W	YDR442W
YDR443C	YDR443C
YDR444W	YDR444W
YDR445C	YDR445C
tK(CUU)D2	tK(CUU)D2
YDR446W	YDR446W
YDR447C	YDR447C
YDR448W	YDR448W
YDR449C	YDR449C
YDR450W	YDR450W
YDR451C	YDR451C
YDR452W	YDR452W
YDR453C	YDR453C
YDR454C	YDR454C
YDR455C	YDR455C
YDR456W	YDR456W
YDR457W	YDR457W
YDR458C	YDR458C
YDR459C	YDR459C
YDR460W	YDR460W
YDR461W	YDR461W
YDR461C-A	YDR461C-A
YDR462W	YDR462W
YDR463W	YDR463W
YDR464W	YDR464W
YDR464C-A	YDR464C-A
YDR465C	YDR465C
YDR466W	YDR466W
YDR467C	YDR467C
YDR468C	YDR468C
YDR469W	YDR469W
YDR470C	YDR470C
YDR471W	YDR471W
snR13	snR13
YDR472W	YDR472W
YDR473C	YDR473C
YDR475C	YDR475C
YDR476C	YDR476C
YDR477W	YDR477W
YDR478W	YDR478W
YDR479C	YDR479C
YDR480W	YDR480W
YDR481C	YDR481C
YDR482C	YDR482C
YDR483W	YDR483W
YDR484W	YDR484W
YDR485C	YDR485C
YDR486C	YDR486C
YDR487C	YDR487C
YDR488C	YDR488C
YDR489W	YDR489W
YDR490C	YDR490C
YDR491C	YDR491C
YDR492W	YDR492W
YDR493W	YDR493W
YDR494W	YDR494W
YDR495C	YDR495C
YDR496C	YDR496C
YDR497C	YDR497C
YDR498C	YDR498C
YDR499W	YDR499W
YDR500C	YDR500C
YDR501W	YDR501W
YDR502C	YDR502C
YDR503C	YDR503C
YDR504C	YDR504C
YDR505C	YDR505C
YDR506C	YDR506C
tL(CAA)D	tL(CAA)D
YDR507C	YDR507C
YDR508C	YDR508C
YDR509W	YDR509W
YDR510W	YDR510W
YDR510C-A	YDR510C-A
YDR511W	YDR511W
YDR512C	YDR512C
YDR513W	YDR513W
YDR514C	YDR514C
YDR515W	YDR515W
YDR516C	YDR516C
YDR517W	YDR517W
YDR518W	YDR518W
YDR519W	YDR519W
YDR520C	YDR520C
YDR521W	YDR521W
YDR522C	YDR522C
YDR523C	YDR523C
YDR524C	YDR524C
YDR524W-C	YDR524W-C
YDR524C-B	YDR524C-B
YDR524C-A	YDR524C-A
YDR525W	YDR525W
YDR525W-A	YDR525W-A
YDR526C	YDR526C
YDR527W	YDR527W
snR84	snR84
YDR528W	YDR528W
YDR529C	YDR529C
YDR530C	YDR530C
YDR531W	YDR531W
YDR532C	YDR532C
YDR533C	YDR533C
YDR534C	YDR534C
YDR535C	YDR535C
YDR536W	YDR536W
YDR537C	YDR537C
YDR538W	YDR538W
YDR539W	YDR539W
YDR540C	YDR540C
YDR541C	YDR541C
YDR542W	YDR542W
YDR543C	YDR543C
YDR544C	YDR544C
YDR545W	YDR545W
YDR545C-A	YDR545C-A
YOL166W-A	YOL166W-A
YOL166C	YOL166C
YOL165C	YOL165C
YOL164W-A	YOL164W-A
YOL164W	YOL164W
YOL163W	YOL163W
YOL162W	YOL162W
YOL161C	YOL161C
YOL160W	YOL160W
YOL159C-A	YOL159C-A
YOL159C	YOL159C
YOL158C	YOL158C
YOL157C	YOL157C
YOL156W	YOL156W
YOL155W-A	YOL155W-A
YOL155C	YOL155C
YOL154W	YOL154W
YOL153C	YOL153C
YOL152W	YOL152W
YOL151W	YOL151W
YOL150C	YOL150C
YOL149W	YOL149W
YOL148C	YOL148C
YOL147C	YOL147C
YOL146W	YOL146W
YOL145C	YOL145C
YOL144W	YOL144W
YOL143C	YOL143C
YOL142W	YOL142W
YOL141W	YOL141W
YOL140W	YOL140W
YOL139C	YOL139C
YOL138C	YOL138C
YOL137W	YOL137W
YOL136C	YOL136C
YOL135C	YOL135C
YOL134C	YOL134C
YOL133W	YOL133W
YOL132W	YOL132W
YOL131W	YOL131W
YOL130W	YOL130W
YOL129W	YOL129W
YOL128C	YOL128C
YOL127W	YOL127W
YOL126C	YOL126C
YOL125W	YOL125W
YOL124C	YOL124C
YOL123W	YOL123W
YOL122C	YOL122C
YOL121C	YOL121C
YOL120C	YOL120C
YOL119C	YOL119C
YOL118C	YOL118C
YOL117W	YOL117W
YOL116W	YOL116W
YOL115W	YOL115W
YOL114C	YOL114C
YOL113W	YOL113W
YOL112W	YOL112W
YOL111C	YOL111C
YOL110W	YOL110W
YOL109W	YOL109W
tG(UCC)O	tG(UCC)O
YOL108C	YOL108C
YOL107W	YOL107W
YOL106W	YOL106W
tT(AGU)O1	tT(AGU)O1
YOL105C	YOL105C
YOL104C	YOL104C
YOL103W-B	YOL103W-B
YOL103W-A	YOL103W-A
YOL103W	YOL103W
YOL102C	YOL102C
YOL101C	YOL101C
YOL100W	YOL100W
YOL099C	YOL099C
YOL098C	YOL098C
snR58	snR58
YOL097W-A	YOL097W-A
YOL097C	YOL097C
YOL096C	YOL096C
YOL095C	YOL095C
YOL094C	YOL094C
YOL093W	YOL093W
YOL092W	YOL092W
YOL091W	YOL091W
YOL090W	YOL090W
YOL089C	YOL089C
YOL088C	YOL088C
YOL087C	YOL087C
YOL086W-A	YOL086W-A
YOL086C	YOL086C
YOL085W-A	YOL085W-A
YOL085C	YOL085C
YOL084W	YOL084W
YOL083W	YOL083W
YOL083C-A	YOL083C-A
YOL082W	YOL082W
YOL081W	YOL081W
YOL080C	YOL080C
YOL079W	YOL079W
YOL078W	YOL078W
YOL077W-A	YOL077W-A
YOL077C	YOL077C
YOL076W	YOL076W
YOL075C	YOL075C
YOL073C	YOL073C
YOL072W	YOL072W
YOL071W	YOL071W
YOL070C	YOL070C
YOL069W	YOL069W
YOL068C	YOL068C
YOL067C	YOL067C
YOL066C	YOL066C
YOL065C	YOL065C
YOL064C	YOL064C
YOL063C	YOL063C
YOL062C	YOL062C
YOL061W	YOL061W
YOL060C	YOL060C
YOL059W	YOL059W
YOL058W	YOL058W
YOL057W	YOL057W
YOL056W	YOL056W
YOL055C	YOL055C
tG(GCC)O1	tG(GCC)O1
tN(GUU)O1	tN(GUU)O1
YOL054W	YOL054W
YOL053W	YOL053W
YOL052C-A	YOL052C-A
YOL052C	YOL052C
snR81	snR81
YOL051W	YOL051W
YOL050C	YOL050C
YOL049W	YOL049W
YOL048C	YOL048C
YOL047C	YOL047C
YOL046C	YOL046C
YOL045W	YOL045W
YOL044W	YOL044W
YOL043C	YOL043C
YOL042W	YOL042W
YOL041C	YOL041C
YOL040C	YOL040C
YOL039W	YOL039W
YOL038C-A	YOL038C-A
YOL038W	YOL038W
YOL037C	YOL037C
YOL036W	YOL036W
YOL035C	YOL035C
snR50	snR50
YOL034W	YOL034W
YOL033W	YOL033W
YOL032W	YOL032W
YOL031C	YOL031C
YOL030W	YOL030W
YOL029C	YOL029C
YOL028C	YOL028C
YOL027C	YOL027C
YOL026C	YOL026C
tS(GCU)O	tS(GCU)O
YOL025W	YOL025W
YOL024W	YOL024W
YOL023W	YOL023W
YOL022C	YOL022C
tG(GCC)O2	tG(GCC)O2
YOL021C	YOL021C
YOL020W	YOL020W
tY(GUA)O	tY(GUA)O
YOL019W-A	YOL019W-A
YOL019W	YOL019W
YOL018C	YOL018C
YOL017W	YOL017W
YOL016C	YOL016C
YOL015W	YOL015W
YOL014W	YOL014W
YOL013W-B	YOL013W-B
YOL013W-A	YOL013W-A
tP(UGG)O1	tP(UGG)O1
YOL013C	YOL013C
YOL012C	YOL012C
YOL011W	YOL011W
YOL010W	YOL010W
YOL009C	YOL009C
YOL008W	YOL008W
YOL007C	YOL007C
YOL006C	YOL006C
YOL005C	YOL005C
YOL004W	YOL004W
YOL003C	YOL003C
YOL002C	YOL002C
YOL001W	YOL001W
YOR001W	YOR001W
YOR002W	YOR002W
YOR003W	YOR003W
YOR004W	YOR004W
YOR005C	YOR005C
YOR006C	YOR006C
YOR007C	YOR007C
tR(ACG)O	tR(ACG)O
YOR008C	YOR008C
YOR008C-A	YOR008C-A
YOR008W-B	YOR008W-B
YOR009W	YOR009W
YOR010C	YOR010C
YOR011W	YOR011W
tT(AGU)O2	tT(AGU)O2
YOR011W-A	YOR011W-A
YOR012W	YOR012W
YOR013W	YOR013W
YOR014W	YOR014W
YOR015W	YOR015W
YOR016C	YOR016C
YOR017W	YOR017W
YOR018W	YOR018W
YOR019W	YOR019W
YOR020C	YOR020C
YOR020W-A	YOR020W-A
YOR021C	YOR021C
YOR022C	YOR022C
YOR023C	YOR023C
YOR024W	YOR024W
YOR025W	YOR025W
YOR026W	YOR026W
YOR027W	YOR027W
YOR028C	YOR028C
YOR029W	YOR029W
YOR030W	YOR030W
YOR031W	YOR031W
YOR032C	YOR032C
YOR032W-A	YOR032W-A
YOR033C	YOR033C
