dt,kind,value
2000-04-21,A,-0.376408310382
2000-04-22,A,-0.0428798328668
2000-04-23,A,-0.341430190305
2000-04-24,A,-0.000944494089183
2000-04-25,A,0.712486037271
2000-04-26,A,0.0153097179017
2000-04-27,A,1.6110990817
2000-04-28,A,2.12197070889
2000-04-29,A,3.92145950688
2000-04-30,A,4.09904448394
2000-05-01,A,4.09515563015
2000-05-02,A,4.73382819995
2000-05-03,A,3.61952399117
2000-05-04,A,3.70940579858
2000-05-05,A,3.86687272115
2000-05-06,A,3.98050197641
2000-05-07,A,3.38359625579
2000-05-08,A,2.76636366654
2000-05-09,A,3.21082185272
2000-05-10,A,1.01278113706
2000-05-11,A,1.82542270208
2000-05-12,A,1.18984672467
2000-05-13,A,1.76636907361
2000-05-14,A,1.40227295927
2000-05-15,A,1.40988335039
2000-05-16,A,1.03161272694
2000-05-17,A,0.311466348982
2000-05-18,A,1.448519806
2000-05-19,A,2.0607272113
2000-05-20,A,0.862864285817
2000-05-21,A,1.77124660454
2000-05-22,A,0.936268570623
2000-05-23,A,1.64881402795
2000-05-24,A,0.623346550115
2000-05-25,A,0.484375664869
2000-05-26,A,1.85444913824
2000-05-27,A,2.2491278004
2000-05-28,A,1.61918159863
2000-05-29,A,3.99185967043
2000-05-30,A,3.33240312481
2000-05-31,A,3.0314875573
2000-06-01,A,1.72507028956
2000-06-02,A,2.48754040664
2000-06-03,A,3.29208285166
2000-06-04,A,1.98423793344
2000-06-05,A,2.04792505427
2000-06-06,A,2.6213702401
2000-06-07,A,2.18212825699
2000-06-08,A,2.48297999213
2000-06-09,A,3.59417123791
2000-06-10,A,3.62031554036
2000-06-11,A,3.11469745465
2000-06-12,A,3.50888347385
2000-06-13,A,5.31614928467
2000-06-14,A,6.37672717368
2000-06-15,A,6.1725339205
2000-06-16,A,5.26949912854
2000-06-17,A,6.18675991737
2000-06-18,A,5.83971294438
2000-06-19,A,5.77441445161
2000-06-20,A,5.64486095867
2000-06-21,A,4.91494993296
2000-06-22,A,3.69389785052
2000-06-23,A,3.42746379798
2000-06-24,A,1.85583477561
2000-06-25,A,3.1736384068
2000-06-26,A,4.08867947476
2000-06-27,A,3.85117561518
2000-06-28,A,3.80839432493
2000-06-29,A,3.3788488235
2000-06-30,A,3.04652453861
2000-07-01,A,2.89746514045
2000-07-02,A,2.07878819552
2000-07-03,A,1.63272906648
2000-07-04,A,0.268535488543
2000-07-05,A,0.489336621725
2000-07-06,A,2.09358604072
2000-07-07,A,2.63731493262
2000-07-08,A,1.26901056425
2000-07-09,A,1.24795256176
2000-07-10,A,-1.00799647231
2000-07-11,A,-0.246903716454
2000-07-12,A,-1.39954444556
2000-07-13,A,-1.98667614998
2000-07-14,A,-1.71805005485
2000-07-15,A,-0.161537248031
2000-07-16,A,-0.528914718349
2000-07-17,A,-1.24283266058
2000-07-18,A,-0.947424956503
2000-07-19,A,-1.10767537326
2000-07-20,A,-2.69900680385
2000-07-21,A,-4.68208293462
2000-07-22,A,-3.9184556375
2000-07-23,A,-4.64414276061
2000-07-24,A,-3.83624675425
2000-07-25,A,-3.24725046499
2000-07-26,A,-4.05999631935
2000-07-27,A,-2.89760512855
2000-07-28,A,-2.49066899
2000-07-29,A,-2.02569706199
2000-07-30,A,-3.28509875025
2000-07-31,A,-4.27976356131
2000-08-01,A,-2.65684487589
2000-08-02,A,-1.48464213344
2000-08-03,A,0.38941357895
2000-08-04,A,-1.58542429605
2000-08-05,A,-1.65330143868
2000-08-06,A,-2.41107429372
2000-08-07,A,-2.06010386316
2000-08-08,A,-2.17036621074
2000-08-09,A,-2.09232183532
2000-08-10,A,-1.65118204739
2000-08-11,A,-2.95123833272
2000-08-12,A,-4.48493461206
2000-08-13,A,-4.28330076233
2000-08-14,A,-3.74565560928
2000-08-15,A,-4.95604263552
2000-08-16,A,-4.71337008179
2000-08-17,A,-4.59740818061
2000-08-18,A,-2.44035848865
2000-08-19,A,-1.37868449746
2000-08-20,A,-1.31473151291
2000-08-21,A,-1.78612838171
2000-08-22,A,-0.772939853402
2000-08-23,A,-0.592726722923
2000-08-24,A,-1.52882198159
2000-08-25,A,-2.25005585193
2000-08-26,A,-2.30918832654
2000-08-27,A,-1.66791853701
2000-08-28,A,-2.38019292777
2000-08-29,A,-0.862417348114
2000-08-30,A,-1.00945585325
2000-08-31,A,-1.52601608437
2000-09-01,A,-0.276008089127
2000-09-02,A,-0.656072304158
2000-09-03,A,-1.57030672339
2000-09-04,A,-0.718086482087
2000-09-05,A,-1.38404806203
2000-09-06,A,-0.702586311492
2000-09-07,A,0.154324637306
2000-09-08,A,1.50884764447
2000-09-09,A,0.649290146576
2000-09-10,A,0.136323244949
2000-09-11,A,1.02293599965
2000-09-12,A,-0.087603344725
2000-09-13,A,0.770775754887
2000-09-14,A,-0.808825964301
2000-09-15,A,-0.32463866769
2000-09-16,A,0.609710981783
2000-09-17,A,0.935930646185
2000-09-18,A,0.79621474464
2000-09-19,A,1.91256255756
2000-09-20,A,1.07765635561
2000-09-21,A,0.697056785083
2000-09-22,A,1.03142327724
2000-09-23,A,-0.731929591293
2000-09-24,A,-1.30036412662
2000-09-25,A,-1.15327188494
2000-09-26,A,-2.39492356057
2000-09-27,A,-2.07735985592
2000-09-28,A,-2.68111722385
2000-09-29,A,-2.80064750394
2000-09-30,A,-3.62964333624
2000-10-01,A,-2.71809302293
2000-10-02,A,-2.87972948262
2000-10-03,A,-3.65100960873
2000-10-04,A,-3.12031657909
2000-10-05,A,-4.30430364929
2000-10-06,A,-5.65205263672
2000-10-07,A,-5.73348741334
2000-10-08,A,-6.5806115475
2000-10-09,A,-6.31441455866
2000-10-10,A,-7.10024283295
2000-10-11,A,-6.30022030584
2000-10-12,A,-5.81868941641
2000-10-13,A,-5.88760352883
2000-10-14,A,-5.30160154322
2000-10-15,A,-4.21876398919
2000-10-16,A,-4.08446044296
2000-10-17,A,-4.27251614286
2000-10-18,A,-4.39219406756
2000-10-19,A,-4.7581187731
2000-10-20,A,-5.46815265895
2000-10-21,A,-4.47644820478
2000-10-22,A,-5.39584515772
2000-10-23,A,-6.30972002999
2000-10-24,A,-4.93346786434
2000-10-25,A,-5.05338992064
2000-10-26,A,-4.02518344319
2000-10-27,A,-5.82087325145
2000-10-28,A,-5.46561011621
2000-10-29,A,-4.97639896066
2000-10-30,A,-6.47922639613
2000-10-31,A,-5.34516022021
2000-11-01,A,-5.42976042115
2000-11-02,A,-5.84715438311
2000-11-03,A,-5.68456715935
2000-11-04,A,-5.81953924912
2000-11-05,A,-4.11711261645
2000-11-06,A,-4.8792835241
2000-11-07,A,-4.62979723587
2000-11-08,A,-6.50143138583
2000-11-09,A,-5.67194698124
2000-11-10,A,-6.28453269597
2000-11-11,A,-5.80458916888
2000-11-12,A,-4.88116226212
2000-11-13,A,-5.29242051602
2000-11-14,A,-4.06458194756
2000-11-15,A,-5.0969780767
2000-11-16,A,-5.15205951069
2000-11-17,A,-5.16889868671
2000-11-18,A,-2.7530250296
2000-11-19,A,-2.61375861886
2000-11-20,A,-1.70005249909
2000-11-21,A,-1.3669736397
2000-11-22,A,-2.99264571006
2000-11-23,A,-2.5719669628
2000-11-24,A,-2.88639935727
2000-11-25,A,-3.34614268727
2000-11-26,A,-3.62691173621
2000-11-27,A,-1.4379766367
2000-11-28,A,-0.846116665408
2000-11-29,A,0.169669479425
2000-11-30,A,0.893387540107
2000-12-01,A,1.11656571908
2000-12-02,A,1.03320056543
2000-12-03,A,2.76925836797
2000-12-04,A,2.84887606012
2000-12-05,A,1.61345984638
2000-12-06,A,0.563617084063
2000-12-07,A,-0.697698173773
2000-12-08,A,-3.15756797778
2000-12-09,A,-1.85664208776
2000-12-10,A,-0.0603876205458
2000-12-11,A,-0.278260583298
2000-12-12,A,0.212628191616
2000-12-13,A,-1.76231817281
2000-12-14,A,-2.22379098545
2000-12-15,A,-3.48445830537
2000-12-16,A,-3.99575130078
2000-12-17,A,-4.77335922996
2000-12-18,A,-5.02910168773
2000-12-19,A,-3.99217639887
2000-12-20,A,-3.95212869533
2000-12-21,A,-4.47659007615
2000-12-22,A,-4.16606951646
2000-12-23,A,-2.96734059328
2000-12-24,A,-3.76368952599
2000-12-25,A,-2.37872232871
2000-12-26,A,-4.23680459291
2000-12-27,A,-5.97809551074
2000-12-28,A,-7.09776933281
2000-12-29,A,-8.32985665765
2000-12-30,A,-10.1983682041
2000-12-31,A,-8.66432037059
2001-01-01,A,-10.5585868232
2001-01-02,A,-11.4740730867
2001-01-03,A,-13.0268389303
2001-01-04,A,-15.3748744201
2001-01-05,A,-16.3352180441
2001-01-06,A,-17.4026815055
2001-01-07,A,-18.9790291344
2001-01-08,A,-18.0748249188
2001-01-09,A,-17.5038842921
2001-01-10,A,-18.57967554
2001-01-11,A,-17.828462829
2001-01-12,A,-16.07972026
2001-01-13,A,-15.9220605282
2001-01-14,A,-15.2589414831
2001-01-15,A,-16.0227468105
2001-01-16,A,-16.1081285613
2001-01-17,A,-16.0482003211
2001-01-18,A,-16.156137905
2001-01-19,A,-17.1411700121
2001-01-20,A,-18.4506349001
2001-01-21,A,-19.758074534
2001-01-22,A,-19.7963552625
2001-01-23,A,-19.9480007923
2001-01-24,A,-20.7974569813
2001-01-25,A,-20.7278893128
2001-01-26,A,-18.8056761625
2001-01-27,A,-18.5852453925
2001-01-28,A,-18.2105548378
2001-01-29,A,-19.7309326778
2001-01-30,A,-19.9118213045
2001-01-31,A,-20.4258508118
2001-02-01,A,-20.3985801314
2001-02-02,A,-21.012197431
2001-02-03,A,-20.2778853728
2001-02-04,A,-21.5112118583
2001-02-05,A,-21.8922148954
2001-02-06,A,-23.5637877765
2001-02-07,A,-24.1467326558
2001-02-08,A,-23.6229674017
2001-02-09,A,-21.4610123883
2001-02-10,A,-20.6757326084
2001-02-11,A,-19.8809975586
2001-02-12,A,-19.1224326479
2001-02-13,A,-18.9615602433
2001-02-14,A,-20.4403851977
2001-02-15,A,-20.889246907
2001-02-16,A,-19.6382203524
2001-02-17,A,-20.1115537009
2001-02-18,A,-19.7619669339
2001-02-19,A,-19.5784558582
2001-02-20,A,-20.2468115459
2001-02-21,A,-19.6657507678
2001-02-22,A,-18.5306778824
2001-02-23,A,-16.7984058228
2001-02-24,A,-16.7124576736
2001-02-25,A,-16.6329236555
2001-02-26,A,-16.1605455515
2001-02-27,A,-15.8647490752
2001-02-28,A,-16.2742763538
2001-03-01,A,-17.6676618132
2001-03-02,A,-17.864504973
2001-03-03,A,-17.0201698348
2001-03-04,A,-15.6841471288
2001-03-05,A,-14.7555633967
2001-03-06,A,-14.4313868737
2001-03-07,A,-14.4367436395
2001-03-08,A,-12.3311412028
2001-03-09,A,-11.9821218269
2001-03-10,A,-11.2103859825
2001-03-11,A,-12.3345312218
2001-03-12,A,-11.203130358
2001-03-13,A,-10.5718686456
2001-03-14,A,-11.9676762826
2001-03-15,A,-12.5617010347
2001-03-16,A,-13.1539369681
2001-03-17,A,-14.3461475061
2001-03-18,A,-13.1207624924
2001-03-19,A,-11.5170213465
2001-03-20,A,-11.3024148625
2001-03-21,A,-12.1765475788
2001-03-22,A,-11.848680839
2001-03-23,A,-11.5193199418
2001-03-24,A,-10.6619452366
2001-03-25,A,-11.1924746277
2001-03-26,A,-9.9984450838
2001-03-27,A,-9.94084355399
2001-03-28,A,-9.77501098178
2001-03-29,A,-10.0540227352
2001-03-30,A,-10.5597330044
2001-03-31,A,-13.2382762246
2001-04-01,A,-13.2456819225
2001-04-02,A,-13.5164491551
2001-04-03,A,-13.4118603994
2001-04-04,A,-11.9361811862
2001-04-05,A,-12.218463971
2001-04-06,A,-12.514602406
2001-04-07,A,-12.5401437319
2001-04-08,A,-13.1265649623
2001-04-09,A,-12.8081656686
2001-04-10,A,-11.2798034366
2001-04-11,A,-11.2310475486
2001-04-12,A,-11.0445471114
2001-04-13,A,-10.7651535583
2001-04-14,A,-10.7422265977
2001-04-15,A,-10.3559753901
2001-04-16,A,-11.5850255782
2001-04-17,A,-11.6506608612
2001-04-18,A,-11.6478893582
2001-04-19,A,-11.2803834367
2001-04-20,A,-12.5631207113
2001-04-21,A,-14.3125532569
2001-04-22,A,-15.8670734594
2001-04-23,A,-17.887716065
2001-04-24,A,-18.1370594573
2001-04-25,A,-16.3964597713
2001-04-26,A,-17.9686976014
2001-04-27,A,-17.7887274598
2001-04-28,A,-18.45924611
2001-04-29,A,-19.0013039397
2001-04-30,A,-19.5259478403
2001-05-01,A,-19.0326859216
2001-05-02,A,-18.6531393901
2001-05-03,A,-20.6313380548
2001-05-04,A,-20.9055003852
2001-05-05,A,-20.0752218506
2001-05-06,A,-20.9069789778
2001-05-07,A,-21.5999554995
2001-05-08,A,-21.2013340328
2001-05-09,A,-21.8491960194
2001-05-10,A,-21.3004559071
2001-05-11,A,-21.5361132467
2001-05-12,A,-22.2431734433
2001-05-13,A,-23.8274040198
2001-05-14,A,-24.8089109274
2001-05-15,A,-24.3999678929
2001-05-16,A,-22.9539712535
2001-05-17,A,-22.1740815254
2001-05-18,A,-23.8303886904
2001-05-19,A,-24.0285551303
2001-05-20,A,-25.6419530196
2001-05-21,A,-24.5644362056
2001-05-22,A,-24.9571391835
2001-05-23,A,-25.1016870973
2001-05-24,A,-25.3954896756
2001-05-25,A,-24.7205629914
2001-05-26,A,-23.7538905268
2001-05-27,A,-22.8668110089
2001-05-28,A,-24.2538601018
2001-05-29,A,-23.7027927622
2001-05-30,A,-24.2331656178
2001-05-31,A,-25.3805348952
2001-06-01,A,-24.4972364882
2001-06-02,A,-24.5624256232
2001-06-03,A,-22.4683285126
2001-06-04,A,-20.5653110984
2001-06-05,A,-19.9432906117
2001-06-06,A,-20.4898245493
2001-06-07,A,-21.5230868465
2001-06-08,A,-21.8658014091
2001-06-09,A,-22.1827871797
2001-06-10,A,-21.8028670243
2001-06-11,A,-21.3459708236
2001-06-12,A,-19.9112912816
2001-06-13,A,-19.8013644791
2001-06-14,A,-20.3300869784
2001-06-15,A,-20.1227791281
2001-06-16,A,-20.1890100308
2001-06-17,A,-20.4496976504
2001-06-18,A,-19.440659636
2001-06-19,A,-18.2870860151
2001-06-20,A,-18.1853396174
2001-06-21,A,-17.2275484564
2001-06-22,A,-16.8505808999
2001-06-23,A,-15.9426547788
2001-06-24,A,-18.3902130761
2001-06-25,A,-19.766842067
2001-06-26,A,-18.301982896
2001-06-27,A,-18.3922992313
2001-06-28,A,-18.4519352405
2001-06-29,A,-19.2554742949
2001-06-30,A,-19.3829503246
2001-07-01,A,-17.8131376535
2001-07-02,A,-17.0521852074
2001-07-03,A,-16.4053992999
2001-07-04,A,-15.1123151926
2001-07-05,A,-15.2515664052
2001-07-06,A,-15.6838192362
2001-07-07,A,-16.3132140165
2001-07-08,A,-18.1982956608
2001-07-09,A,-18.3914020724
2001-07-10,A,-18.8172558525
2001-07-11,A,-20.2648025518
2001-07-12,A,-21.2584405879
2001-07-13,A,-19.342931663
2001-07-14,A,-18.5132645656
2001-07-15,A,-17.5205129701
2001-07-16,A,-18.1568313828
2001-07-17,A,-18.2572026888
2001-07-18,A,-18.0086667092
2001-07-19,A,-16.9119787366
2001-07-20,A,-16.5770517135
2001-07-21,A,-17.847192175
2001-07-22,A,-17.5715188832
2001-07-23,A,-16.9023014464
2001-07-24,A,-15.8362845769
2001-07-25,A,-15.2923402285
2001-07-26,A,-14.1711182785
2001-07-27,A,-14.5113657315
2001-07-28,A,-13.6824919882
2001-07-29,A,-13.556620157
2001-07-30,A,-16.003777993
2001-07-31,A,-16.2272469449
2001-08-01,A,-17.9778634785
2001-08-02,A,-16.1405533302
2001-08-03,A,-17.2436683967
2001-08-04,A,-16.2790732849
2001-08-05,A,-16.7482347729
2001-08-06,A,-15.6185118875
2001-08-07,A,-14.6668682924
2001-08-08,A,-14.3955647059
2001-08-09,A,-14.7585960613
2001-08-10,A,-14.1589613507
2001-08-11,A,-13.7684533501
2001-08-12,A,-14.4049984916
2001-08-13,A,-15.6360542127
2001-08-14,A,-13.1590742237
2001-08-15,A,-12.6218034425
2001-08-16,A,-12.6371521499
2001-08-17,A,-12.3698045032
2001-08-18,A,-12.1271921746
2001-08-19,A,-12.8282859196
2001-08-20,A,-13.446548485
2001-08-21,A,-12.7247821926
2001-08-22,A,-15.0259826459
2001-08-23,A,-13.889048638
2001-08-24,A,-13.2790899053
2001-08-25,A,-11.503965871
2001-08-26,A,-10.7942073039
2001-08-27,A,-12.6442619356
2001-08-28,A,-10.7632778465
2001-08-29,A,-11.3861742519
2001-08-30,A,-11.1855814551
2001-08-31,A,-11.7142742689
2001-09-01,A,-12.7700165393
2001-09-02,A,-12.6049049937
2001-09-03,A,-12.8492650528
2001-09-04,A,-13.0912825353
2001-09-05,A,-13.1740345908
2001-09-06,A,-12.5519425783
2001-09-07,A,-11.3873498174
2001-09-08,A,-10.5614808315
2001-09-09,A,-11.5589042825
2001-09-10,A,-12.006886099
2001-09-11,A,-12.3586012758
2001-09-12,A,-11.7075480164
2001-09-13,A,-10.679109845
2001-09-14,A,-9.86411910399
2001-09-15,A,-9.6167004371
2001-09-16,A,-9.70594777511
2001-09-17,A,-7.44295496827
2001-09-18,A,-7.45270040429
2001-09-19,A,-7.66972750887
2001-09-20,A,-7.12488959249
2001-09-21,A,-8.74995746069
2001-09-22,A,-7.9530614242
2001-09-23,A,-8.34852187326
2001-09-24,A,-9.31968987349
2001-09-25,A,-8.73897942112
2001-09-26,A,-8.23398531166
2001-09-27,A,-9.69661358849
2001-09-28,A,-9.26514175925
2001-09-29,A,-8.50286659223
2001-09-30,A,-9.02792326861
2001-10-01,A,-8.96702297717
2001-10-02,A,-9.14770476474
2001-10-03,A,-11.7440841434
2001-10-04,A,-11.9154372229
2001-10-05,A,-12.5857278033
2001-10-06,A,-11.7088849095
2001-10-07,A,-12.1870251446
2001-10-08,A,-14.0446923751
2001-10-09,A,-13.4646638067
2001-10-10,A,-12.9536537518
2001-10-11,A,-13.0134818716
2001-10-12,A,-12.4651176449
2001-10-13,A,-11.7515887484
2001-10-14,A,-12.0802979108
2001-10-15,A,-12.1450031549
2001-10-16,A,-11.1963552869
2001-10-17,A,-10.9283888072
2001-10-18,A,-10.346629488
2001-10-19,A,-12.7021075198
2001-10-20,A,-12.1012076242
2001-10-21,A,-12.9034922363
2001-10-22,A,-13.0242609675
2001-10-23,A,-13.1537181297
2001-10-24,A,-12.4760576347
2001-10-25,A,-10.1764866096
2001-10-26,A,-10.0685161615
2001-10-27,A,-8.81112652835
2001-10-28,A,-8.91866270926
2001-10-29,A,-8.65848438699
2001-10-30,A,-7.31935507677
2001-10-31,A,-6.87839865784
2001-11-01,A,-6.1229665157
2001-11-02,A,-6.88628381694
2001-11-03,A,-7.7908404351
2001-11-04,A,-7.2700329802
2001-11-05,A,-8.69161260676
2001-11-06,A,-8.83442641541
2001-11-07,A,-8.85613313253
2001-11-08,A,-8.38731809493
2001-11-09,A,-7.71928912415
2001-11-10,A,-7.61443621037
2001-11-11,A,-6.77712954313
2001-11-12,A,-7.95981749455
2001-11-13,A,-6.96374339093
2001-11-14,A,-7.26277726138
2001-11-15,A,-7.63628358106
2001-11-16,A,-6.90753457181
2001-11-17,A,-6.86953475056
2001-11-18,A,-5.67306181637
2001-11-19,A,-6.9624463356
2001-11-20,A,-4.48381105853
2001-11-21,A,-5.41551832413
2001-11-22,A,-3.66507479779
2001-11-23,A,-5.2654666693
2001-11-24,A,-3.56859174943
2001-11-25,A,-3.17021593886
2001-11-26,A,-2.88997250791
2001-11-27,A,-4.27329682954
2001-11-28,A,-2.94964483239
2001-11-29,A,-2.73645816887
2001-11-30,A,-3.65206153524
2001-12-01,A,-4.87482389471
2001-12-02,A,-3.8890489618
2001-12-03,A,-3.54931536029
2001-12-04,A,-3.32644008024
2001-12-05,A,-4.48810454169
2001-12-06,A,-4.73382309481
2001-12-07,A,-4.01889300257
2001-12-08,A,-1.27207669694
2001-12-09,A,-1.19647813395
2001-12-10,A,-2.8956598668
2001-12-11,A,-1.86685247546
2001-12-12,A,-2.45835608309
2001-12-13,A,-2.20527288737
2001-12-14,A,-1.06220304136
2001-12-15,A,0.849411220095
2001-12-16,A,0.426551028793
2001-12-17,A,-0.373057660655
2001-12-18,A,-1.1223040183
2001-12-19,A,-1.10955982355
2001-12-20,A,-1.36431051337
2001-12-21,A,-1.48063989189
2001-12-22,A,-2.41027208654
2001-12-23,A,-3.63563934485
2001-12-24,A,-5.2660840013
2001-12-25,A,-5.22381357084
2001-12-26,A,-5.10869976493
2001-12-27,A,-5.73583683621
2001-12-28,A,-4.47689299824
2001-12-29,A,-4.43215998121
2001-12-30,A,-4.3219654841
2001-12-31,A,-6.10147431649
2002-01-01,A,-6.55462483517
2002-01-02,A,-7.02583869604
2002-01-03,A,-6.66132360214
2002-01-04,A,-7.18367444439
2002-01-05,A,-6.92715859375
2002-01-06,A,-8.38441655759
2002-01-07,A,-7.02676969769
2002-01-08,A,-8.05286516994
2002-01-09,A,-8.46674177202
2002-01-10,A,-8.72868264044
2002-01-11,A,-6.08447963419
2002-01-12,A,-6.0418468909
2002-01-13,A,-6.01526063823
2002-01-14,A,-6.55037707294
2002-01-15,A,-7.25494975737
2002-01-16,A,-6.07658774721
2002-01-17,A,-4.88528525086
2002-01-18,A,-4.50934843049
2002-01-19,A,-5.772800882
2002-01-20,A,-6.65868090974
2002-01-21,A,-4.43406252941
2002-01-22,A,-3.43203023338
2002-01-23,A,-2.46042377328
2002-01-24,A,-2.23921773803
2002-01-25,A,-2.9639273296
2002-01-26,A,-3.56011808144
2002-01-27,A,-3.64170435462
2002-01-28,A,-2.12540384411
2002-01-29,A,-2.95137050224
2002-01-30,A,-4.04406632357
2002-01-31,A,-3.01530743465
2002-02-01,A,-2.90952724338
2002-02-02,A,-2.76149021018
2002-02-03,A,-2.3210323837
2002-02-04,A,-4.85777727911
2002-02-05,A,-6.3456741724
2002-02-06,A,-6.12986381429
2002-02-07,A,-7.04046607934
2002-02-08,A,-6.67591352401
2002-02-09,A,-6.72763906989
2002-02-10,A,-6.79001717001
2002-02-11,A,-7.94983610556
2002-02-12,A,-7.67325452654
2002-02-13,A,-8.98881548233
2002-02-14,A,-9.98949682484
2002-02-15,A,-11.4515987942
2002-02-16,A,-11.8649085475
2002-02-17,A,-11.5656211044
2002-02-18,A,-12.9881258448
2002-02-19,A,-13.8747794998
2002-02-20,A,-14.5244709854
2002-02-21,A,-13.6532792902
2002-02-22,A,-14.2164697635
2002-02-23,A,-14.9887662336
2002-02-24,A,-15.2726248058
2002-02-25,A,-15.8257046935
2002-02-26,A,-16.2163107739
2002-02-27,A,-18.020886723
2002-02-28,A,-18.3296468292
2002-03-01,A,-19.4765433715
2002-03-02,A,-19.1262761388
2002-03-03,A,-18.4774359445
2002-03-04,A,-16.4684379846
2002-03-05,A,-16.3232300346
2002-03-06,A,-17.0271632647
2002-03-07,A,-15.9004181108
2002-03-08,A,-16.1141665218
2002-03-09,A,-16.4779665957
2002-03-10,A,-15.627470397
2002-03-11,A,-14.6038806756
2002-03-12,A,-13.7664146932
2002-03-13,A,-14.2948261854
2002-03-14,A,-14.9533488743
2002-03-15,A,-16.494668453
2002-03-16,A,-16.3991217699
2002-03-17,A,-16.8945799506
2002-03-18,A,-16.9701331854
2002-03-19,A,-16.9581177853
2002-03-20,A,-16.8898705721
2002-03-21,A,-16.3827535128
2002-03-22,A,-16.9677278274
2002-03-23,A,-16.5428969124
2002-03-24,A,-16.348257344
2002-03-25,A,-15.7611998321
2002-03-26,A,-15.8130249024
2002-03-27,A,-15.1223252213
2002-03-28,A,-16.9788674747
2002-03-29,A,-17.219911499
2002-03-30,A,-17.0463690694
2002-03-31,A,-19.2319085749
2002-04-01,A,-19.5321494693
2002-04-02,A,-20.5821426066
2002-04-03,A,-20.9129489607
2002-04-04,A,-22.217922293
2002-04-05,A,-20.1059892943
2002-04-06,A,-19.0447192493
2002-04-07,A,-17.5135206433
2002-04-08,A,-20.1276590432
2002-04-09,A,-20.3522044972
2002-04-10,A,-18.8174068152
2002-04-11,A,-17.4018707805
2002-04-12,A,-17.2342912443
2002-04-13,A,-16.7633657114
2002-04-14,A,-19.0943691086
