company_id,name_latest,names_previous
1018003,Ingram Micro Inc,
1018005,Coldwater Creek Inc,
1018164,Willis Lease Finance Corp,
101821,Canal Capital Corp,
1018215,Wells Real Estate Fund X L P,
1018216,Wells Real Estate Fund XI L P,
1018254,United Dominion Realty L P,
1018281,Integral Technologies Inc,
101829,United Technologies Corp /DE/,
101830,Sprint Corp,Sprint Nextel Corp
1018332,"L-1 Identity Solutions, Inc.",
1018336,Information Architects Corp,
1018399,Enterprise Bancorp Inc /MA/,
1018724,Amazon COM Inc,
1018840,Abercrombie & Fitch CO /DE/,
1018946,Steiner Leisure LTD,
1018963,Allegheny Technologies Inc,
1018979,Amerisafe Inc,
1019034,BIO KEY International Inc,
1019216,"Newport Digital Technologies, Inc.",
1019272,Empire Resources Inc /NEW/,
1019361,Rofin Sinar Technologies Inc,
1019542,Atel Capital Equipment Fund VII LP,
1019650,Centrue Financial Corp,
1019671,Seachange International Inc,
1019695,Arqule Inc,
1019737,Navigant Consulting Inc,
1019787,Puradyn Filter Technologies Inc,
101984,Universal Electronics Inc,
1019849,"Penske Automotive Group, Inc.",
1020017,INX Inc,
1020214,Cerus Corp,
1020302,"Internet Infinity, Inc.",
1020347,Communitycorp,
102037,Universal Corp /VA/,
1020416,"Monster Worldwide, Inc.",Monster Worldwide Inc
1020448,Imperial Petroleum Recovery Corp,
1020475,"Grandparents.Com, Inc.","Norwestech, Inc.Pacific Biomarkers, Inc."
1020477,"Rotate Black, Inc.",Rotate Black Inc
1020569,Iron Mountain Inc,
1020646,"ERF Wireless, Inc.",
1020710,DXP Enterprises Inc,
1020859,United Natural Foods Inc,
102109,Universal Security Instruments Inc,
1021096,"M2 Ngage Group, Inc.",Roomlinx Inc
1021113,"Guitar Center, Inc.",
1021162,Triumph Group Inc,
1021270,Famous Daves OF America Inc,
1021282,"Clean Slate, Inc.",
1021422,"Eastern Light Capital, Inc.",
1021435,Hopto Inc.,Graphon Corp/De
1021561,NU Skin Enterprises Inc,
1021604,ON Track Innovations LTD,
1021635,OGE Energy Corp.,
1021860,National Oilwell Varco Inc,
1021917,"JV Group, Inc.","Aspi, Inc."
102198,Calmare Therapeutics Inc,Competitive Technologies Inc
1022079,Quest Diagnostics Inc,
1022097,"Turbodyne Technologies, Inc",
102212,Univest Corp OF Pennsylvania,
1022225,Oplink Communications Inc,
1022321,Genesis Energy LP,
1022344,Simon Property Group L P /DE/,
1022368,"Schiff Nutrition International, Inc.",
1022408,Eplus Inc,
1022469,Deltic Timber Corp,
1022505,Cipherloc Corp,National Scientific Corp/Az
1022646,Ultra Petroleum Corp,
1022652,Novatel Wireless Inc,
1022671,Steel Dynamics Inc,
1022701,Neomedia Technologies Inc,
1022705,Tesco Corp,
1022759,Cardinal Bankshares Corp,
1022899,"Protagenic Therapeutics, Inc.\New","Atrinsic, Inc."
1023024,ANI Pharmaceuticals Inc,Biosante Pharmaceuticals Inc
1023128,Lithia Motors Inc,
1023131,Covance Inc,
1023198,"Stemgen, Inc.",Amasys Corp
1023291,Energy Future Holdings Corp /TX/,
1023298,Alpha-En Corp,
1023313,"Forrester Research, Inc.",Forrester Research Inc
1023362,Powerwave Technologies Inc,
1023364,Autobytel Inc,
1023453,AIS Futures Fund IV LP,
1023458,AEI Income & Growth Fund Xxii LTD Partnership,
1023459,Simulations Plus Inc,
1023731,8X8 Inc /DE/,
1023734,"BPZ Resources, Inc.",
102379,URS Corp /NEW/,
1023844,National Holdings Corp,
1023860,Stewardship Financial Corp,
1023994,"SG Blocks, Inc.",Cdsi Holdings Inc
1024022,Media Sciences International Inc,
1024048,"Panacea Global, Inc.",Moneylogix Group Inc.
1024075,Power Efficiency Corp,
1024126,"Pernix Therapeutics Holdings, Inc.",
1024305,Coty Inc.,
1024452,SMF Energy Corp,
1024478,Rockwell Automation Inc,
1024520,World Heart Corp,
1024626,"Cannabis Science, Inc.",
1024628,ZAP,
1024657,West Corp,
1024725,Tenneco Inc,
1024729,Amscan Holdings Inc,
1024732,Igate Corp,
1024795,SUN Hydraulics Corp,
1024920,Fuelstream Inc,
1025315,24holdings Inc,
1025362,Golden Queen Mining CO LTD,
1025378,W. P. Carey Inc.,Carey W P & CO LLCW P Carey & CO LLC
10254,Earthstone Energy Inc,
1025536,Taylor Capital Group Inc,
1025771,Chase Packaging Corp,
1025835,Enterprise Financial Services Corp,
1025877,DCB Financial Corp,
102588,Sonomawest Holdings Inc,
1025953,"Novation Companies, Inc.",Novastar Financial Inc
1025996,Kilroy Realty Corp,
1026214,Federal Home Loan Mortgage Corp,
1026650,Eresearchtechnology Inc /DE/,
1026655,Core Molding Technologies Inc,
1026743,"Euramax Holdings, Inc.",
1027099,RJO Global Trust,
1027183,First South Bancorp Inc /VA/,
1027207,Epiq Systems Inc,
1027235,Asia Travel Corp,Piranha Ventures IncRealgold International Inc
102729,Valmont Industries Inc,
102741,Valspar Corp,
1027484,"Carrier Alliance Holdings, Inc.",Tilden Associates Inc
102752,VSE Corp,
1027884,Chicago Bridge & Iron CO N V,
1028087,American Dental Partners Inc,
1028153,"Axion Power International, Inc.",
1028215,KMG Chemicals Inc,
1028394,Voyager Entertainment International Inc,
1028536,Hyperview Ltd.,
1028734,Cobiz Financial Inc,
1028918,Pacific Premier Bancorp Inc,
1028954,Sussex Bancorp,
1028985,"Spectrum Brands, Inc.",
1029023,Syntroleum Corp,
1029125,"SUN Biopharma, Inc.","Cimarron Medical, Inc.Cimarron Software Inc"
1029142,Dynavax Technologies Corp,
1029199,Euronet Worldwide Inc,
1029299,"Deltek, Inc",
1029356,"Regatta Capital Partners, Inc.",
1029454,Mobile Area Networks Inc,
1029506,Ralcorp Holdings Inc /MO,
1029581,Modsys International LTD,Bluephoenix Solutions LTD
1029630,GS Financial Corp,
1029730,Ladenburg Thalmann Financial Services Inc,
1029744,Sonic Foundry Inc,
1029800,Urstadt Biddle Properties Inc,
1029802,China Fruits Corp,China Fruits Corportion
1029831,Hillman Companies Inc,
1030058,Worldgate Communications Inc,
1030192,NEW Jersey Mining CO,
1030206,Vascular Solutions Inc,
1030469,OFG Bancorp,Oriental Financial Group Inc
1030471,Utstarcom Inc,
1030484,Renaissance Learning Inc,
1030749,Gulfmark Offshore Inc,
1030896,Bluefly Inc,
1030916,Premier Holding Corp.,
103096,TRC Companies Inc /DE/,
1031028,Globecomm Systems Inc,
1031029,"Startek, Inc.",Startek Inc
1031093,"Silver Bull Resources, Inc.",Metalline Mining CO
1031203,Group 1 Automotive Inc,
1031223,PHL Variable Insurance CO /CT/,
1031233,Pinnacle Bankshares Corp,
1031235,"Global Self Storage, Inc.",
1031296,Firstenergy Corp,
1031316,Franklin Street Properties Corp /MA/,
103145,Veeco Instruments Inc,
1031623,Gulf Island Fabrication Inc,
1031896,American Soil Technologies Inc,
1031927,"Echo Therapeutics, Inc.",
1032033,SLM Corp,
1032067,Meade Instruments Corp,
1032208,Sempra Energy,
1032220,Maximus Inc,
1032761,Keynote Systems Inc,
1032863,Force Protection Inc,
10329,Bassett Furniture Industries Inc,
1032975,Logitech International SA,
1033012,Flagstar Bancorp Inc,
1033032,Silverleaf Resorts Inc,
1033128,First Industrial LP,
103379,V F Corp,
1033905,Luminex Corp,
1034054,SBA Communications Corp,
1034563,Icahn Enterprises Holdings L.P.,
1034592,Omnicomm Systems Inc,
1034594,BAY Banks OF Virginia Inc,
1034669,Fisher Communications Inc,
1034670,Autoliv Inc,
1034755,Brigham Exploration CO,
1034760,Widepoint Corp,
1034842,Rigel Pharmaceuticals Inc,
1035002,Valero Energy Corp/Tx,
1035092,Shore Bancshares Inc,
1035201,California Water Service Group,
1035216,South Jersey GAS CO,South Jersey GAS Co/New
1035267,Intuitive Surgical Inc,
1035354,"Sevion Therapeutics, Inc.",Senesco Technologies Inc
1035422,"CTT Pharmaceutical Holdings, Inc.",Industrial Minerals IncMindesta Inc.
1035443,Alexandria Real Estate Equities Inc,
1035675,Nstar/Ma,
1035688,Select Medical Corp,
1035748,Callidus Software Inc,
103595,Village Super Market Inc,
1035976,First National Community Bancorp Inc,
1035983,Comfort Systems USA Inc,
1035991,First Robinson Financial Corp,
1036030,Wayne Savings Bancshares Inc /DE/,
1036044,"Identiv, Inc.","Identive Group, Inc."
1036070,Stellarone Corp,
1036188,QAD Inc,
1036262,Intest Corp,
1036292,Signature Eyewear Inc,
1036478,Genie Gateway,WWA Group Inc
1036500,WNC Housing TAX Credit Fund VI LP Series 5,
103682,Virginia Electric & Power CO,
1036848,Aerocentury Corp,
1036960,Fairchild Semiconductor International Inc,
1036968,"Diadexus, Inc.",
1037016,NII Holdings Inc,
1037038,Ralph Lauren Corp,Polo Ralph Lauren Corp
1037049,Aurora Gold Corp,
1037115,Orbit FR Inc,
1037131,Players Network,
1037156,WNC Housing TAX Credit Fund VI LP Series 6,
1037189,Westport Futures Fund L.P.,Westport JWH Futures Fund LP
103730,Vishay Intertechnology Inc,
1037390,"Griffin Industrial Realty, Inc.",Griffin Land & Nurseries Inc
1037461,BJS Wholesale Club Inc,
1037540,Boston Properties Inc,
1037646,Mettler Toledo International Inc/,
1037649,Interleukin Genetics Inc,
1037676,Arch Coal Inc,
1037760,Cepheid,
1037868,Ametek Inc/,
1037949,Qwest Communications International Inc,
1037976,Jones Lang Lasalle Inc,
1038074,Silicon Laboratories Inc,
1038133,Heska Corp,
1038205,Bank OF THE Ozarks Inc,
1038222,"Reis, Inc.",
1038277,International Isotopes Inc,
1038280,Mac-Gray Corp,
1038286,Golden State Petroleum Transport Corp,
1038357,Pioneer Natural Resources CO,
1038363,Metals USA Inc,
1038509,Pruco Life Insurance OF NEW Jersey,
103872,"Volt Information Sciences, Inc.",
1038773,Smartfinancial Inc.,Cornerstone Bancshares Inc
103884,Alexanders J Corp,
1039065,OSI Systems Inc,
1039101,L 3 Communications Corp,
1039151,Kendle International Inc,
1039184,Trailer Bridge Inc,
1039280,Netsol Technologies Inc,
1039399,Formfactor Inc,
1039466,Xsunx Inc,
1039684,Oneok Inc /NEW/,
1039757,Nxchain Inc.,"Agrivest Americas, Inc.Robocom Systems International Inc"
1039828,American Equity Investment Life Holding CO,
1039889,P F Changs China Bistro Inc,
1040130,Petmed Express Inc,
1040161,"Pixelworks, Inc",
1040270,United Refining CO /PA/,
1040416,Inspire Pharmaceuticals Inc,
1040426,Syntel Inc,
1040470,Aehr Test Systems,
1040482,American Petro-Hunter Inc,
1040570,"Geoeye, Inc.",
1040593,Carrizo OIL & GAS Inc,
1040719,Walter Investment Management Corp,
1040721,"Wincash Apolo Gold & Energy, Inc.",Apolo Gold & Energy Inc.
1040765,Vornado Realty LP,
1040792,Helios & Matheson Analytics Inc.,Helios & Matheson Information Technology Inc.
1040799,Four Oaks Fincorp Inc,
1040829,"Ryman Hospitality Properties, Inc.",Gaylord Entertainment CO /DE
1040850,"Agritek Holdings, Inc.","Cannabis Medical Solutions, Inc.Mediswipe Inc."
1040896,"Intellicheck Mobilisa, Inc.",
1040971,SL Green Realty Corp,
1041009,Revolutions Medical Corp,
1041024,"Rockwell Medical, Inc.",Rockwell Medical Technologies Inc
1041061,YUM Brands Inc,
1041177,Sutor Technology Group LTD,
1041368,Riverview Bancorp Inc,
1041379,"Popeyes Louisiana Kitchen, Inc.",AFC Enterprises Inc
1041429,Annapolis Bancorp Inc,
1041514,NET 1 Ueps Technologies Inc,
1041550,Hopfed Bancorp Inc,
1041577,Atmi Inc,
1041588,Access Power Inc,
1041609,Mirenco Inc,
1041657,"Radio One, Inc.",
104169,WAL Mart Stores Inc,
1041803,Pricesmart Inc,
1041859,"Childrens Place, Inc.",Childrens Place Retail Stores Inc
1041954,ITC Deltacom Inc,
1042046,American Financial Group Inc,
104207,Walgreen CO,
1042074,"Cymabay Therapeutics, Inc.",
1042173,Scientific Learning Corp,
1042187,CTI Industries Corp,
1042418,"Hedgepath Pharmaceuticals, Inc.",Commonwealth Biotechnologies Inc
1042463,Linkwell Corp,
1042610,TRB Systems International Inc,
1042642,Dish DBS Corp,
1042728,CPC OF America Inc,
1042729,Mercantile Bank Corp,
1042773,Centerpoint Energy Resources Corp,
1042776,"Piedmont Office Realty Trust, Inc.",
1042783,DOT Hill Systems Corp,
1042784,Golden Phoenix Minerals Inc,
1042809,"A.C. Moore Arts & Crafts, Inc.",
1042810,"Equity One, Inc.",
1042821,Pervasive Software Inc,
1042825,Power ONE Inc,
1042893,Dril-Quip Inc,
1043000,Capital Senior Living Corp,
1043121,Boston Properties LTD Partnership,
1043156,Star Buffet Inc,
1043186,American Electric Technologies Inc,
1043219,Annaly Capital Management Inc,
1043222,Chinawe COM Inc,
1043277,C H Robinson Worldwide Inc,
1043325,Centerline Holding CO,
1043337,Stoneridge Inc,
1043382,Solutia Inc,
1043509,Sonic Automotive Inc,
1043533,Abovenet Inc,
1043565,Potomac Futures Fund LP,
1043604,Juniper Networks Inc,
1043825,"Iron Eagle Group, Inc.",
1043873,Novadel Pharma Inc,
1043894,Enviro Voraxial Technology Inc,
1043951,Campbell Fund Trust,
1043961,Transgenomic Inc,
1044082,"Georgia-Carolina Bancshares, Inc",
1044378,Biocept Inc,
1044435,Active Power Inc,
1044566,CNA Surety Corp,
1044577,"China Precision Steel, Inc.",
1044590,"Intermec, Inc.",
1044650,Calais Resources Inc,
1044777,Vasco Data Security International Inc,
1045014,Gametech International Inc,
1045150,"Official Payments Holdings, Inc.",Tier Technologies Inc
1045309,W R Grace & CO,
1045390,"Colombia Energy Resources, Inc.","Colombia Clean Power & Fuels, Inc"
1045425,Rait Financial Trust,
1045450,EPR Properties,Entertainment Properties Trust
1045539,Kiantone Pipeline CO,
1045540,Kwik FIL Inc,
1045541,Kwik Fill Corp,
1045542,United JET Center Inc,
1045543,Bell OIL Corp,
1045544,PPC Inc,
1045545,Super Test Petroleum Inc,
1045546,Vulcan Asphalt Refining Corp,
1045547,Independent Gasoline & OIL CO OF Rochester,
10456,Baxter International Inc,
1045609,"Prologis, Inc.",AMB Property Corp
1045610,"Prologis, L.P.",AMB Property LP
1045742,Live Ventures Inc,Livedeal Inc
1045769,Hypercom Corp,
1045810,Nvidia Corp,
1045829,Vanguard Health Systems Inc,
1045929,First Colombia Gold Corp.,
1045942,"Track Group, Inc.","Securealert, Inc."
1046025,Heritage Financial Corp /WA/,
1046050,Timberland Bancorp Inc,
1046057,Transcoastal Corp,Claimsnet COM Inc
1046102,Ritchie Bros Auctioneers Inc,
1046131,Midas Inc,
1046188,Pathfinder Bancorp Inc,
1046203,Guaranty Federal Bancshares Inc,
1046257,Ingredion Inc,Corn Products International Inc
1046311,Choice Hotels International Inc /DE,
1046327,Realnetworks Inc,
1046568,Career Education Corp,
1046672,PAN American Goldfields LTD,
1046788,Harris Preferred Capital Corp,
1046859,"Remy International, Inc.",
1046880,Central European Distribution Corp,
1046995,Emagin Corp,
1047122,Raytheon CO/,
1047127,"Amkor Technology, Inc.",Amkor Technology Inc
1047166,United Rentals North America Inc,
1047170,Eastern Virginia Bankshares Inc,
1047335,National Healthcare Corp,
1047340,Fresh DEL Monte Produce Inc,
1047446,Community First Bancorp,
104777,"Alteva, Inc.",Warwick Valley Telephone CO
1047857,"Yuhe International, Inc.",
1047862,Consolidated Edison Inc,
1047865,Webster Preferred Capital Corp,
1047881,"Talon International, Inc.",
1047884,Anworth Mortgage Asset Corp,
1047919,Ambient Corp /NY,
1048055,"Physical Property Holdings, Inc.",
104819,Washington GAS Light CO,
1048268,"IES Holdings, Inc.","Integrated Electrical Services IncIntegrated Electrical Services, Inc."
1048286,Marriott International Inc /MD/,
1048477,Biomarin Pharmaceutical Inc,
1048501,"Xformity Technologies, Inc.",
1048620,Granite City Food & Brewery Ltd.,Granite City Food & Brewery LTD
1048685,Metalico Inc,
1048695,F5 Networks Inc,
1048789,Felcor Lodging LP,
104889,Graham Holdings CO,Washington Post CO
1048911,Fedex Corp,
104894,Washington Real Estate Investment Trust,
104897,"WSI Industries, Inc.",
1049108,Dollar Thrifty Automotive Group Inc,
104918,Avista Corp,
1049210,Verenium Corp,
1049502,MKS Instruments Inc,
1049505,US Dataworks Inc,
1049521,Mercury Systems Inc,Mercury Computer Systems Inc
1049606,Compx International Inc,
1049782,Brookline Bancorp Inc,
1050007,Nutraceutical International Corp,
105016,Watsco Inc,
1050377,PC Connection Inc,
1050441,Eagle Bancorp Inc,
1050446,Microstrategy Inc,
1050550,Volterra Semiconductor Corp,
1050606,"Salem Media Group, Inc. /DE/",Salem Communications Corp /DE/
1050743,Peapack Gladstone Financial Corp,
105076,Wausau Paper Corp.,
1050797,Columbia Sportswear CO,
1050825,Steelcase Inc,
1050915,Quanta Services Inc,
1050957,"Bayou City Exploration, Inc.",
1051114,Innotrac Corp,
1051251,J Crew Group Inc,
105132,WD 40 CO,
1051343,Community West Bancshares /,
1051470,Crown Castle International Corp,
1051473,Western Reserve Bancorp Inc,
1051488,Integrated Healthcare Holdings Inc,
1051512,Telephone & Data Systems Inc /DE/,
1051514,"Strata Skin Sciences, Inc.","Mela Sciences, Inc. /NY"
1051627,AXT Inc,
1051741,First Niagara Financial Group Inc,
1051771,Belk Inc,
1051827,Merrill Lynch Preferred Funding III LP,
1051828,Merrill Lynch Preferred Funding IV LP,
1051829,Merrill Lynch Preferred Capital Trust III,
1051830,Merrill Lynch Preferred Capital Trust IV,
1051871,Citizens South Banking Corp,
1052045,"Servicemaster CO, LLC",Servicemaster CO
1052054,Evolving Systems Inc,
1052100,Waddell & Reed Financial Inc,
1052257,"Agritech Worldwide, Inc.","Z Trim Holdings, Inc"
1052284,"Tongli Pharmaceuticals (Usa), Inc.",
1052354,MAN AHL Diversified I LP,
1052595,RED Lion Hotels Corp,
1052635,Merrill Lynch Preferred Funding V LP,
1052636,Merrill Lynch Preferred Capital Trust V,
1052752,Getty Realty Corp /MD/,
1053059,Essex Portfolio LP,
1053112,Cablevision Systems Corp /NY,
105319,Weight Watchers International Inc,
1053352,Heritage Commerce Corp,
1053369,Elite Pharmaceuticals Inc /NV/,Elite Pharmaceuticals Inc /DE/
1053374,Ipass Inc,
1053439,Stanadyne Corp,
1053507,American Tower Corp /MA/,
1053532,Lasalle Hotel Properties,
1053584,Macatawa Bank Corp,
1053648,"Surge Global Energy, Inc.",
1053650,Omega Protein Corp,
1053691,Diffusion Pharmaceuticals Inc.,"Restorgenex CorpStratus Media Group, Inc"
1053706,"CRA International, Inc.",
1054102,"Interpace Diagnostics Group, Inc.",PDI Inc
